_id,customer_id
332,233
333,7
334,158
335,29
336,229
337,63
338,220
339,2
340,29
341,168
342,127
343,68
344,2
345,58
346,202
347,284
348,203
349,23
350,8
351,136
352,146
353,239
354,143
355,10
356,193
357,178
358,1
359,90
360,290
361,126
362,67
363,167
364,166
365,155
366,160
367,2
368,74
369,120
370,215
371,243
372,164
373,282
374,42
375,66
376,16
377,127
378,97
379,220
380,285
381,222
382,125
383,153
384,24
385,219
386,177
387,219
388,136
389,299
390,206
391,243
392,8
393,33
394,250
395,46
396,235
397,124
398,261
399,239
400,138
401,266
402,134
403,144
404,14
405,282
406,184
407,222
408,206
409,156
410,6
411,105
412,31
413,291
414,46
415,248
416,297
417,110
418,204
419,80
420,244
421,132
422,111
423,234
424,37
425,175
426,127
427,1
428,119
429,274
430,292
431,39
432,83
433,8
434,169
435,250
436,164
437,139
438,183
439,224
440,291
441,107
442,10
443,41
444,294
445,2
446,93
447,104
448,268
449,31
450,257
451,180
452,279
453,29
454,77
455,290
456,262
457,232
458,235
459,38
460,244
461,11
462,261
463,211
464,236
465,280
466,95
467,151
468,123
469,168
470,161
471,252
472,94
473,115
474,276
475,266
476,23
477,41
478,60
479,210
480,260
481,164
482,4
483,150
484,177
485,96
486,100
487,291
488,252
489,150
490,57
491,200
492,38
493,41
494,266
495,170
496,55
497,29
498,121
499,208
500,135
501,290
502,59
503,113
504,127
505,90
506,51
507,282
508,42
509,127
510,192
511,251
512,52
513,122
514,10
515,95
516,188
517,162
518,33
519,56
520,206
521,77
522,73
523,63
524,142
525,7
526,22
527,255
528,96
529,47
530,173
531,258
532,240
533,166
534,113
535,108
536,268
537,111
538,145
539,239
540,221
541,287
542,182
543,186
544,51
545,38
546,21
547,51
548,177
549,202
550,160
551,181
552,228
553,175
554,68
555,111
556,245
557,69
558,238
559,151
560,50
561,82
562,166
563,57
564,46
565,273
566,280
567,227
568,268
569,210
570,280
571,290
572,298
573,26
574,166
575,117
576,279
577,125
578,287
579,91
580,71
581,167
582,298
583,102
584,194
585,129
586,222
587,110
588,298
589,271
590,169
591,217
592,199
593,180
594,131
595,191
596,37
597,178
598,82
599,205
600,92
601,60
602,110
603,193
604,34
605,242
606,86
607,119
608,164
609,176
610,143
611,64
612,279
613,293
614,66
615,189
616,110
617,50
618,153
619,186
620,148
621,44
622,190
623,75
624,12
625,88
626,131
627,102
628,92
629,18
630,45
631,62
632,201
633,111
634,13
635,218
636,190
637,278
638,282
639,124
640,289
641,31
642,265
643,153
644,145
645,184
646,11
647,42
648,66
649,180
650,251
651,173
652,86
653,95
654,263
655,156
656,72
657,226
658,241
659,167
660,13
661,171
662,124
663,14
664,15
665,271
666,21
667,126
668,246
669,241
670,246
671,230
672,225
673,108
674,294
675,197
676,113
677,286
678,111
679,215
680,226
681,12
682,133
683,19
684,150
685,253
686,134
687,34
688,58
689,218
690,143
691,81
692,237
693,190
694,233
695,249
696,32
697,166
698,46
699,15
700,137
701,293
702,102
703,59
704,257
705,208
706,198
707,9
708,106
709,172
710,261
711,38
712,147
713,171
714,251
715,19
716,127
717,68
718,88
719,277
720,226
721,101
722,33
723,137
724,18
725,42
726,256
727,13
728,293
729,238
730,32
731,214
732,58
733,106
734,53
735,238
736,9
737,235
738,184
739,235
740,190
741,94
742,177
743,287
744,167
745,183
746,33
747,140
748,220
749,164
750,170
751,62
752,280
753,217
754,95
755,147
756,163
757,182
758,142
759,162
760,97
761,183
762,176
763,61
764,110
765,4
766,250
767,150
768,16
769,277
770,53
771,106
772,154
773,156
774,110
775,216
776,148
777,175
778,281
779,219
780,270
781,253
782,154
783,212
784,193
785,156
786,216
787,46
788,79
789,89
790,260
791,222
792,5
793,25
794,10
795,140
796,242
797,237
798,28
799,223
800,226
801,240
802,262
803,254
804,227
805,223
806,172
807,200
808,224
809,76
810,95
811,276
812,192
813,139
814,65
815,221
816,13
817,261
818,17
819,292
820,142
821,250
822,116
823,232
824,13
825,183
826,142
827,61
828,129
829,163
830,129
831,90
832,264
833,240
834,156
835,143
836,160
837,279
838,206
839,204
840,96
841,73
842,18
843,275
844,64
845,117
846,228
847,177
848,86
849,38
850,3
851,62
852,1
853,75
854,92
855,267
856,262
857,76
858,179
859,109
860,153
861,177
862,136
863,16
864,118
865,144
866,101
867,127
868,209
869,290
870,218
871,35
872,12
873,190
874,32
875,8
876,66
877,279
878,233
879,248
880,170
881,143
882,31
883,109
884,141
885,41
886,164
887,219
888,170
889,20
890,148
891,254
892,221
893,271
894,77
895,121
896,58
897,260
898,35
899,290
900,50
901,194
902,299
903,71
904,180
905,91
906,233
907,73
908,248
909,87
910,36
911,108
912,245
913,86
914,92
915,197
916,213
917,217
918,40
919,135
920,294
921,236
922,171
923,204
924,1
925,299
926,225
927,247
928,8
929,31
930,37
931,272
932,37
933,299
934,3
935,198
936,257
937,83
938,185
939,14
940,159
941,29
942,242
943,16
944,13
945,276
946,173
947,36
948,49
949,114
950,236
951,108
952,177
953,199
954,21
955,200
956,123
957,89
958,228
959,66
960,16
961,116
962,262
963,143
964,163
965,121
966,179
967,28
968,198
969,246
970,16
971,66
972,133
973,83
974,273
975,286
976,36
977,108
978,229
979,246
980,25
981,93
982,291
983,251
984,183
985,167
986,81
987,10
988,168
989,143
990,100
991,127
992,140
993,265
994,236
995,130
996,286
997,206
998,282
999,262
1000,262
1001,38
1002,210
1003,247
1004,85
1005,115
1006,163
1007,145
1008,141
1009,172
1010,211
1011,37
1012,89
1013,158
1014,252
1015,291
1016,122
1017,113
1018,223
1019,73
1020,168
1021,12
1022,198
1023,84
1024,237
1025,188
1026,296
1027,8
1028,150
1029,136
1030,58
1031,40
1032,241
1033,241
1034,127
1035,293
1036,189
1037,36
1038,236
1039,252
1040,295
1041,9
1042,239
1043,187
1044,34
1045,94
1046,186
1047,117
1048,51
1049,71
1050,276
1051,85
1052,291
1053,227
1054,68
1055,53
1056,111
1057,130
1058,61
1059,291
1060,164
1061,127
1062,88
1063,164
1064,59
1065,253
1066,240
1067,197
1068,171
1069,8
1070,191
1071,50
1072,292
1073,297
1074,297
1075,185
1076,18
1077,132
1078,199
1079,253
1080,272
1081,99
1082,83
1083,279
1084,233
1085,159
1086,213
1087,282
1088,153
1089,9
1090,191
1091,84
1092,128
1093,201
1094,27
1095,122
1096,213
1097,30
1098,72
1099,50
1100,30
1101,223
1102,24
1103,209
1104,96
1105,226
1106,29
1107,274
1108,10
1109,58
1110,235
1111,99
1112,129
1113,201
1114,218
1115,235
1116,152
1117,32
1118,35
1119,72
1120,25
1121,198
1122,153
1123,19
1124,218
1125,203
1126,278
1127,294
1128,36
1129,139
1130,236
1131,109
1132,251
1133,235
1134,44
1135,143
1136,26
1137,2
1138,97
1139,233
1140,157
1141,277
1142,225
1143,81
1144,76
1145,10
1146,54
1147,62
1148,136
1149,173
1150,59
1151,233
1152,182
1153,74
1154,53
1155,233
1156,53
1157,217
1158,238
1159,211
1160,220
1161,39
1162,25
1163,294
1164,116
1165,260
1166,159
1167,191
1168,99
1169,275
1170,18
1171,292
1172,89
1173,143
1174,74
1175,267
1176,253
1177,189
1178,274
1179,277
1180,175
1181,209
1182,195
1183,73
1184,73
1185,9
1186,257
1187,52
1188,12
1189,289
1190,227
1191,1
1192,212
1193,287
1194,129
1195,123
1196,191
1197,109
1198,35
1199,271
1200,273
1201,152
1202,138
1203,275
1204,298
1205,124
1206,35
1207,213
1208,117
1209,95
1210,185
1211,176
1212,86
1213,62
1214,116
1215,46
1216,164
1217,130
1218,287
1219,221
1220,233
1221,190
1222,153
1223,192
1224,194
1225,230
1226,212
1227,67
1228,133
1229,84
1230,208
1231,258
1232,298
1233,230
1234,219
1235,269
1236,200
1237,218
1238,116
1239,141
1240,140
1241,98
1242,63
1243,101
1244,162
1245,200
1246,220
1247,168
1248,286
1249,146
1250,11
1251,290
1252,142
1253,124
1254,140
1255,229
1256,238
1257,112
1258,274
1259,297
1260,178
1261,264
1262,131
1263,191
1264,261
1265,254
1266,260
1267,291
1268,9
1269,194
1270,73
1271,275
1272,212
1273,91
1274,103
1275,232
1276,109
1277,43
1278,281
1279,48
1280,199
1281,147
1282,294
1283,293
1284,24
1285,86
1286,117
1287,65
1288,116
1289,97
1290,154
1291,197
1292,295
1293,254
1294,255
1295,140
1296,43
1297,166
1298,292
1299,125
1300,110
1301,102
1302,23
1303,120
1304,49
1305,247
1306,256
1307,282
1308,249
1309,88
1310,38
1311,140
1312,247
1313,105
1314,101
1315,160
1316,50
1317,253
1318,94
1319,82
1320,155
1321,271
1322,79
1323,196
1324,259
1325,234
1326,263
1327,119
1328,254
1329,262
1330,199
1331,238
1332,299
1333,215
1334,164
1335,82
1336,91
1337,36
1338,139
1339,87
1340,53
1341,198
1342,128
1343,26
1344,276
1345,127
1346,244
1347,60
1348,91
1349,292
1350,7
1351,18
1352,8
1353,193
1354,187
1355,200
1356,34
1357,83
1358,276
1359,118
1360,114
1361,76
1362,32
1363,168
1364,143
1365,278
1366,3
1367,150
1368,256
1369,217
1370,184
1371,57
1372,150
1373,112
1374,226
1375,219
1376,298
1377,183
1378,154
1379,196
1380,132
1381,54
1382,137
1383,32
1384,279
1385,84
1386,175
1387,241
1388,53
1389,191
1390,38
1391,247
1392,254
1393,113
1394,282
1395,30
1396,77
1397,267
1398,258
1399,249
1400,142
1401,272
1402,134
1403,212
1404,102
1405,234
1406,175
1407,110
1408,70
1409,49
1410,62
1411,73
1412,200
1413,290
1414,163
1415,26
1416,229
1417,226
1418,184
1419,141
1420,165
1421,141
1422,50
1423,120
1424,117
1425,118
1426,59
1427,250
1428,221
1429,218
1430,24
1431,7
1432,207
1433,39
1434,136
1435,153
1436,196
1437,74
1438,172
1439,118
1440,30
1441,201
1442,162
1443,193
1444,201
1445,266
1446,16
1447,196
1448,278
1449,201
1450,233
1451,1
1452,4
1453,183
1454,260
1455,169
1456,221
1457,50
1458,202
1459,186
1460,252
1461,100
1462,293
1463,292
1464,60
1465,80
1466,115
1467,293
1468,166
1469,259
1470,298
1471,254
1472,218
1473,56
1474,9
1475,276
1476,40
1477,270
1478,49
1479,192
1480,191
1481,181
1482,119
1483,15
1484,163
1485,247
1486,23
1487,224
1488,288
1489,225
1490,208
1491,199
1492,149
1493,99
1494,84
1495,66
1496,235
1497,99
1498,157
1499,180
1500,148
1501,151
1502,246
1503,109
1504,69
1505,223
1506,291
1507,224
1508,247
1509,161
1510,278
1511,51
1512,220
1513,281
1514,241
1515,146
1516,293
1517,294
1518,51
1519,16
1520,10
1521,13
1522,74
1523,217
1524,144
1525,261
1526,299
1527,259
1528,160
1529,72
1530,168
1531,24
1532,44
1533,186
1534,218
1535,161
1536,121
1537,80
1538,286
1539,75
1540,212
1541,90
1542,132
1543,90
1544,182
1545,119
1546,94
1547,247
1548,297
1549,174
1550,52
1551,13
1552,16
1553,111
1554,228
1555,271
1556,187
1557,63
1558,63
1559,74
1560,38
1561,177
1562,56
1563,285
1564,40
1565,114
1566,115
1567,107
1568,159
1569,186
1570,137
1571,31
1572,8
1573,38
1574,196
1575,85
1576,97
1577,141
1578,158
1579,248
1580,154
1581,198
1582,235
1583,284
1584,139
1585,218
1586,243
1587,76
1588,172
1589,150
1590,118
1591,299
1592,256
1593,216
1594,227
1595,36
1596,167
1597,157
1598,94
1599,10
1600,8
1601,174
1602,150
1603,225
1604,42
1605,5
1606,94
1607,29
1608,149
1609,231
1610,135
1611,167
1612,174
1613,11
1614,45
1615,175
1616,218
1617,128
1618,237
1619,292
1620,281
1621,279
1622,167
1623,216
1624,5
1625,76
1626,207
1627,295
1628,202
1629,200
1630,268
1631,297
1632,283
1633,286
1634,200
1635,23
1636,181
1637,191
1638,170
1639,278
1640,25
1641,97
1642,13
1643,216
1644,195
1645,64
1646,173
1647,7
1648,195
1649,43
1650,144
1651,165
1652,72
1653,217
1654,280
1655,3
1656,72
1657,113
1658,233
1659,2
1660,80
1661,251
1662,248
1663,152
1664,160
1665,129
1666,230
1667,286
1668,245
1669,96
1670,142
1671,238
1672,203
1673,112
1674,262
1675,183
1676,144
1677,148
1678,49
1679,122
1680,48
1681,223
1682,183
1683,47
1684,161
1685,98
1686,157
1687,205
1688,110
1689,262
1690,192
1691,9
1692,233
1693,128
1694,251
1695,233
1696,177
1697,6
1698,9
1699,281
1700,39
1701,85
1702,179
1703,50
1704,266
1705,10
1706,118
1707,82
1708,8
1709,181
1710,5
1711,108
1712,189
1713,132
1714,266
1715,112
1716,200
1717,10
1718,247
1719,27
1720,164
1721,122
1722,91
1723,199
1724,259
1725,115
1726,92
1727,114
1728,94
1729,212
1730,134
1731,1
1732,69
1733,55
1734,44
1735,3
1736,105
1737,101
1738,42
1739,131
1740,182
1741,132
1742,294
1743,24
1744,157
1745,81
1746,171
1747,231
1748,257
1749,210
1750,34
1751,3
1752,21
1753,153
1754,148
1755,204
1756,296
1757,271
1758,276
1759,166
1760,119
1761,115
1762,179
1763,114
1764,118
1765,262
1766,25
1767,235
1768,22
1769,131
1770,100
1771,194
1772,145
1773,215
1774,235
1775,12
1776,226
1777,164
1778,159
1779,206
1780,101
1781,163
1782,130
1783,196
1784,33
1785,166
1786,56
1787,51
1788,181
1789,275
1790,242
1791,141
1792,113
1793,136
1794,233
1795,219
1796,251
1797,292
1798,85
1799,30
1800,204
1801,210
1802,248
1803,222
1804,244
1805,278
1806,192
1807,19
1808,271
1809,250
1810,152
1811,67
1812,236
1813,31
1814,203
1815,28
1816,235
1817,120
1818,189
1819,202
1820,191
1821,205
1822,83
1823,157
1824,35
1825,15
1826,168
1827,286
1828,132
1829,79
1830,206
1831,245
1832,164
1833,228
1834,264
1835,199
1836,11
1837,85
1838,53
1839,195
1840,271
1841,172
1842,228
1843,263
1844,36
1845,165
1846,106
1847,226
1848,22
1849,271
1850,12
1851,252
1852,263
1853,122
1854,128
1855,124
1856,272
1857,27
1858,35
1859,86
1860,58
1861,213
1862,159
1863,119
1864,137
1865,194
1866,160
1867,283
1868,166
1869,125
1870,102
1871,32
1872,209
1873,120
1874,19
1875,29
1876,116
1877,80
1878,168
1879,226
1880,289
1881,122
1882,32
1883,6
1884,53
1885,37
1886,256
1887,88
1888,213
1889,132
1890,65
1891,236
1892,83
1893,106
1894,120
1895,211
1896,276
1897,52
1898,175
1899,280
1900,81
1901,293
1902,251
1903,55
1904,211
1905,109
1906,156
1907,236
1908,254
1909,132
1910,130
1911,150
1912,216
1913,80
1914,26
1915,145
1916,266
1917,66
1918,272
1919,142
1920,121
1921,76
1922,75
1923,120
1924,130
1925,141
1926,283
1927,192
1928,122
1929,59
1930,137
1931,147
1932,224
1933,204
1934,230
1935,246
1936,268
1937,175
1938,106
1939,17
1940,105
1941,53
1942,168
1943,29
1944,258
1945,265
1946,147
1947,38
1948,294
1949,174
1950,279
1951,168
1952,278
1953,5
1954,91
1955,192
1956,171
1957,101
1958,282
1959,119
1960,45
1961,208
1962,284
1963,144
1964,168
1965,237
1966,235
1967,32
1968,163
1969,44
1970,79
1971,212
1972,295
1973,257
1974,81
1975,268
1976,53
1977,46
1978,29
1979,103
1980,125
1981,213
1982,92
1983,207
1984,130
1985,184
1986,14
1987,289
1988,293
1989,214
1990,164
1991,113
1992,110
1993,5
1994,168
1995,242
1996,209
1997,154
1998,12
1999,17
2000,288
